-2.73333333333333e+001  1.76498997326203e+001
-8.08333333333333e+000  1.76112967914438e+001
-4.41666666666667e+000  1.76841577540107e+001
-5.91666666666667e+000  1.91310160427808e+001
-5.66666666666667e+000  2.04941510695187e+001
-4.91666666666667e+000  2.51450534759358e+001
-3.16666666666667e+000  2.88313836898396e+001
-1.16666666666667e+000  3.19557152406417e+001
8.33333333333321e-002 3.29157754010695e+001
1.33333333333333e+000 3.25924131016043e+001
2.66666666666666e+000 3.09052473262032e+001
4.66666666666667e+000 2.64894719251337e+001
6.25000000000000e+000 2.11921791443850e+001
5.75000000000000e+000 1.94284759358289e+001
5.91666666666667e+000 1.87062165775401e+001
2.80833333333333e+001 1.87419786096257e+001
